UNIQUE,ID,Name,Description,MEF-IC,mESC-nIC,RAW264.7-IC,mESC-IC,HL-1-IC,HL-1-RBDmap,Enzyme,Metabolism,"""Metabolic.Enzyme"""
Sec24c,ENSMUSG00000039367,Sec24c,"Sec24 related gene family, member C (S. cerevisiae)",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Sec31a,ENSMUSG00000035325,Sec31a,Sec31 homolog A (S. cerevisiae),no,no,no,no,no,YES,FALSE,FALSE,FALSE
Sec61a1,ENSMUSG00000030082,Sec61a1,Sec61 alpha 1 subunit (S. cerevisiae),no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Sec61b,ENSMUSG00000053317,Sec61b,Sec61 beta subunit,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Sec62,ENSMUSG00000027706,Sec62,SEC62 homolog (S. cerevisiae),no,no,no,no,no,YES,FALSE,FALSE,FALSE
Sec63,ENSMUSG00000019802,Sec63,SEC63-like (S. cerevisiae),YES,no,no,YES,YES,no,FALSE,FALSE,FALSE
Secisbp2,ENSMUSG00000035139,Secisbp2,SECIS binding protein 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Secisbp2l,ENSMUSG00000035093,Secisbp2l,SECIS binding protein 2-like,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Senp3,ENSMUSG00000005204,Senp3,SUMO/sentrin specific peptidase 3,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Sept11,ENSMUSG00000058013,Sept11,septin 11,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Sept2,ENSMUSG00000026276,Sept2,septin 2,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Serbp1,ENSMUSG00000036371,Serbp1,serpine1 mRNA binding protein 1,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Serpinb5,ENSMUSG00000067006,Serpinb5,"serine (or cysteine) peptidase inhibitor, clade B, member 5",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Serpinb8,ENSMUSG00000026315,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Serpinh1,ENSMUSG00000070436,Serpinh1,"serine (or cysteine) peptidase inhibitor, clade H, member 1",YES,no,no,no,YES,no,FALSE,FALSE,FALSE
Set,ENSMUSG00000054766,Set,SET nuclear oncogene,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Sf1,ENSMUSG00000024949;ENSMUSG00000106722,Sf1,splicing factor 1;Splicing factor 1 ,no,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Sf3a1,ENSMUSG00000002129,Sf3a1,"splicing factor 3a, subunit 1",no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Sf3a2,ENSMUSG00000020211,Sf3a2,"splicing factor 3a, subunit 2",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Sf3a3,ENSMUSG00000028902,Sf3a3,"splicing factor 3a, subunit 3",YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Sf3b1,ENSMUSG00000025982,Sf3b1,"splicing factor 3b, subunit 1",no,YES,YES,no,YES,YES,FALSE,FALSE,FALSE
Sf3b2,ENSMUSG00000024853,Sf3b2,"splicing factor 3b, subunit 2",no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Sf3b3,ENSMUSG00000033732,Sf3b3,"splicing factor 3b, subunit 3",no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Sf3b4,ENSMUSG00000068856,Sf3b4,"splicing factor 3b, subunit 4",YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Sf3b5,ENSMUSG00000078348,Sf3b5,"splicing factor 3b, subunit 5",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Sf3b6,ENSMUSG00000037361,Sf3b6,"splicing factor 3B, subunit 6",no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Sfi1,ENSMUSG00000023764,Sfi1,"Sfi1 homolog, spindle assembly associated (yeast)",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Sfn,ENSMUSG00000047281,Sfn,stratifin,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Sfpq,ENSMUSG00000028820,Sfpq,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated),YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Sfswap,ENSMUSG00000029439,Sfswap,"splicing factor, suppressor of white-apricot homolog (Drosophila)",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Sgf29,ENSMUSG00000030714,Sgf29,SAGA complex associated factor 29,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Sh3bgrl,ENSMUSG00000031246,Sh3bgrl,SH3-binding domain glutamic acid-rich protein like,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Sh3kbp1,ENSMUSG00000040990,Sh3kbp1,SH3-domain kinase binding protein 1,no,no,no,no,no,YES,FALSE,TRUE,FALSE
Shmt2,ENSMUSG00000025403,Shmt2,serine hydroxymethyltransferase 2 (mitochondrial),no,YES,no,no,no,no,FALSE,TRUE,FALSE
Shoc2,ENSMUSG00000024976,Shoc2,soc-2 (suppressor of clear) homolog (C. elegans),no,YES,no,no,no,no,FALSE,FALSE,FALSE
Sin3a,ENSMUSG00000042557,Sin3a,"transcriptional regulator, SIN3A (yeast)",no,YES,no,no,no,no,FALSE,TRUE,FALSE
Skiv2l2,ENSMUSG00000016018,Skiv2l2,superkiller viralicidic activity 2-like 2 (S. cerevisiae),no,no,YES,YES,no,no,TRUE,FALSE,FALSE
Slbp,ENSMUSG00000004642,Slbp,stem-loop binding protein,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Slc25a11,ENSMUSG00000014606,Slc25a11,"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11",no,no,no,no,YES,no,FALSE,TRUE,FALSE
Slc25a20,ENSMUSG00000032602,Slc25a20,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20",no,YES,no,no,no,no,FALSE,TRUE,FALSE
Slc25a3,ENSMUSG00000061904,Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Slc25a4,ENSMUSG00000031633,Slc25a4,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Slc25a5,ENSMUSG00000016319,Slc25a5,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",no,no,YES,no,YES,no,FALSE,TRUE,FALSE
Slc27a4,ENSMUSG00000059316,Slc27a4,"solute carrier family 27 (fatty acid transporter), member 4",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Slc2a3,ENSMUSG00000003153,Slc2a3,"solute carrier family 2 (facilitated glucose transporter), member 3",no,YES,no,no,no,no,FALSE,TRUE,FALSE
Slc3a2,ENSMUSG00000010095,Slc3a2,"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2",no,YES,no,no,no,no,FALSE,TRUE,FALSE
Slc4a2,ENSMUSG00000028962,Slc4a2,"solute carrier family 4 (anion exchanger), member 2",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Slirp,ENSMUSG00000021040,Slirp,SRA stem-loop interacting RNA binding protein,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Sltm,ENSMUSG00000032212,Sltm,"SAFB-like, transcription modulator",no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Smarca4,ENSMUSG00000032187,Smarca4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smarca5,ENSMUSG00000031715,Smarca5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smarcd1,ENSMUSG00000023018,Smarcd1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smarcd2,ENSMUSG00000078619,Smarcd2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smarce1,ENSMUSG00000037935,Smarce1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smc1a,ENSMUSG00000041133,Smc1a,structural maintenance of chromosomes 1A,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smc2,ENSMUSG00000028312,Smc2,structural maintenance of chromosomes 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smc3,ENSMUSG00000024974,Smc3,structural maintenance of chromosomes 3,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smc5,ENSMUSG00000024943,Smc5,structural maintenance of chromosomes 5,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smchd1,ENSMUSG00000024054,Smchd1,SMC hinge domain containing 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Smg1,ENSMUSG00000030655,Smg1,"SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)",no,no,no,no,YES,no,TRUE,FALSE,FALSE
Smg6,ENSMUSG00000038290,Smg6,"Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Smg7,ENSMUSG00000042772,Smg7,"Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Smndc1,ENSMUSG00000025024,Smndc1,survival motor neuron domain containing 1,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Smoc1,ENSMUSG00000021136,Smoc1,SPARC related  modular calcium binding 1,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Smu1,ENSMUSG00000028409,Smu1,smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans),no,YES,no,no,no,no,FALSE,FALSE,FALSE
Snca,ENSMUSG00000025889,Snca,"synuclein, alpha",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Sncg,ENSMUSG00000023064,Sncg,"synuclein, gamma",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Snd1,ENSMUSG00000001424,Snd1,staphylococcal nuclease and tudor domain containing 1,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Snip1,ENSMUSG00000050213,Snip1,Smad nuclear interacting protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Snrnp200,ENSMUSG00000003660,Snrnp200,small nuclear ribonucleoprotein 200 (U5),no,no,no,no,YES,no,TRUE,FALSE,FALSE
Snrnp70,ENSMUSG00000063511,Snrnp70,small nuclear ribonucleoprotein 70 (U1),no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Snrpa,ENSMUSG00000061479,Snrpa,small nuclear ribonucleoprotein polypeptide A,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Snrpa1,ENSMUSG00000030512,Snrpa1,small nuclear ribonucleoprotein polypeptide A',no,no,no,YES,no,YES,FALSE,FALSE,FALSE
Snrpb,ENSMUSG00000027404,Snrpb,small nuclear ribonucleoprotein B,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Snrpb2,ENSMUSG00000008333,Snrpb2,U2 small nuclear ribonucleoprotein B,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Snrpd1,ENSMUSG00000002477,Snrpd1,small nuclear ribonucleoprotein D1,YES,no,YES,no,no,no,FALSE,FALSE,FALSE
Snrpd2,ENSMUSG00000040824,Snrpd2,small nuclear ribonucleoprotein D2,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Snrpd3,ENSMUSG00000020180,Snrpd3,small nuclear ribonucleoprotein D3,YES,no,YES,no,no,no,FALSE,FALSE,FALSE
Snrpe,ENSMUSG00000090553,Snrpe,small nuclear ribonucleoprotein E,YES,no,YES,no,no,no,FALSE,FALSE,FALSE
Snrpf,ENSMUSG00000020018,Snrpf,small nuclear ribonucleoprotein polypeptide F,YES,no,YES,no,YES,no,FALSE,FALSE,FALSE
Snrpg,ENSMUSG00000057278,Snrpg,small nuclear ribonucleoprotein polypeptide G,YES,no,no,no,no,no,FALSE,FALSE,FALSE
Snrpn,ENSMUSG00000102252,Snrpn,small nuclear ribonucleoprotein N,YES,no,no,no,no,no,FALSE,FALSE,FALSE
Sntb1,ENSMUSG00000060429,Sntb1,"syntrophin, basic 1",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Snw1,ENSMUSG00000021039,Snw1,SNW domain containing 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Sod1,ENSMUSG00000022982,Sod1,"superoxide dismutase 1, soluble",no,no,YES,no,no,no,TRUE,FALSE,FALSE
Son,ENSMUSG00000022961,Son,Son DNA binding protein,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Sorbs2,ENSMUSG00000031626,Sorbs2,sorbin and SH3 domain containing 2,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Sorl1,ENSMUSG00000049313,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Spag7,ENSMUSG00000018287,Spag7,sperm associated antigen 7,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Spag9,ENSMUSG00000020859,Spag9,sperm associated antigen 9,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Spata5,ENSMUSG00000027722,Spata5,spermatogenesis associated 5,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Spats2,ENSMUSG00000051934,Spats2,"spermatogenesis associated, serine-rich 2",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Spats2l,ENSMUSG00000038305,Spats2l,"spermatogenesis associated, serine-rich 2-like",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Spcs2,ENSMUSG00000035227,Spcs2,signal peptidase complex subunit 2 homolog (S. cerevisiae),no,no,no,no,YES,YES,FALSE,FALSE,FALSE
Specc1l,ENSMUSG00000033444,Specc1l,sperm antigen with calponin homology and coiled-coil domains 1-like,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Spen,ENSMUSG00000040761,Spen,"SPEN homolog, transcriptional regulator (Drosophila)",no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Spout1,ENSMUSG00000039660,Spout1,SPOUT domain containing methyltransferase 1,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Spp1,ENSMUSG00000029304,Spp1,secreted phosphoprotein 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Sptan1,ENSMUSG00000057738,Sptan1,"spectrin alpha, non-erythrocytic 1",no,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Sptbn1,ENSMUSG00000020315,Sptbn1,"spectrin beta, non-erythrocytic 1",no,YES,no,YES,YES,YES,FALSE,FALSE,FALSE
Sptlc2,ENSMUSG00000021036,Sptlc2,"serine palmitoyltransferase, long chain base subunit 2",no,no,no,no,YES,no,TRUE,TRUE,TRUE
Sqstm1,ENSMUSG00000015837,Sqstm1,sequestosome 1,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Srbd1,ENSMUSG00000024135,Srbd1,S1 RNA binding domain 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Srek1,ENSMUSG00000032621,Srek1,splicing regulatory glutamine/lysine-rich protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Srfbp1,ENSMUSG00000024528,Srfbp1,serum response factor binding protein 1,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Srp14,ENSMUSG00000009549,Srp14,signal recognition particle 14,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Srp68,ENSMUSG00000020780,Srp68,signal recognition particle 68,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Srpk1,ENSMUSG00000004865,Srpk1,serine/arginine-rich protein specific kinase 1,no,no,no,YES,YES,no,TRUE,FALSE,FALSE
Srpk2,ENSMUSG00000062604,Srpk2,serine/arginine-rich protein specific kinase 2,no,no,YES,no,YES,YES,FALSE,FALSE,FALSE
Srpr,ENSMUSG00000032042,Srpr,signal recognition particle receptor ('docking protein'),no,no,no,no,YES,no,FALSE,FALSE,FALSE
Srrm1,ENSMUSG00000028809,Srrm1,serine/arginine repetitive matrix 1,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Srrm2,ENSMUSG00000039218,Srrm2,serine/arginine repetitive matrix 2,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Srrt,ENSMUSG00000037364,Srrt,serrate RNA effector molecule homolog (Arabidopsis),no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Srsf1,ENSMUSG00000018379;ENSMUSG00000098301,Srsf1,serine/arginine-rich splicing factor 1,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Srsf10,ENSMUSG00000028676,Srsf10,serine/arginine-rich splicing factor 10,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Srsf11,ENSMUSG00000055436,Srsf11,serine/arginine-rich splicing factor 11,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Srsf2,ENSMUSG00000034120,Srsf2,serine/arginine-rich splicing factor 2,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Srsf3,ENSMUSG00000071172,Srsf3,serine/arginine-rich splicing factor 3,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Srsf4,ENSMUSG00000028911,Srsf4,serine/arginine-rich splicing factor 4,no,YES,YES,no,YES,YES,FALSE,FALSE,FALSE
Srsf5,ENSMUSG00000021134,Srsf5,serine/arginine-rich splicing factor 5,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Srsf6,ENSMUSG00000016921,Srsf6,serine/arginine-rich splicing factor 6,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Srsf7,ENSMUSG00000024097,Srsf7,serine/arginine-rich splicing factor 7,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Srsf9,ENSMUSG00000029538,Srsf9,serine/arginine-rich splicing factor 9,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Ssb,ENSMUSG00000068882,Ssb,Sjogren syndrome antigen B,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Ssbp1,ENSMUSG00000029911,Ssbp1,single-stranded DNA binding protein 1,no,no,no,no,YES,YES,FALSE,FALSE,FALSE
Ssr1,ENSMUSG00000021427,Ssr1,"signal sequence receptor, alpha",YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Ssrp1,ENSMUSG00000027067,Ssrp1,structure specific recognition protein 1,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Ssu72,ENSMUSG00000029038,Ssu72,Ssu72 RNA polymerase II CTD phosphatase homolog (yeast),no,YES,no,no,no,no,TRUE,FALSE,FALSE
St13,ENSMUSG00000022403,St13,suppression of tumorigenicity 13,YES,no,no,no,no,YES,FALSE,FALSE,FALSE
Stap1,ENSMUSG00000029254,Stap1,signal transducing adaptor family member 1,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Stat3,ENSMUSG00000004040,Stat3,signal transducer and activator of transcription 3,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Stau1,ENSMUSG00000039536,Stau1,staufen (RNA binding protein) homolog 1 (Drosophila),YES,no,YES,no,YES,YES,FALSE,FALSE,FALSE
Stau2,ENSMUSG00000025920,Stau2,staufen (RNA binding protein) homolog 2 (Drosophila),no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Stip1,ENSMUSG00000024966,Stip1,stress-induced phosphoprotein 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Stmn1,ENSMUSG00000028832,Stmn1,stathmin 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Stoml2,ENSMUSG00000028455,Stoml2,stomatin (Epb7.2)-like 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Strap,ENSMUSG00000030224,Strap,serine/threonine kinase receptor associated protein,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Strbp,ENSMUSG00000026915,Strbp,spermatid perinuclear RNA binding protein,no,YES,no,no,YES,YES,FALSE,FALSE,FALSE
Stxbp5,ENSMUSG00000019790,Stxbp5,syntaxin binding protein 5 (tomosyn),no,no,no,no,YES,no,FALSE,FALSE,FALSE
Sub1,ENSMUSG00000022205,Sub1,SUB1 homolog (S. cerevisiae),no,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Suclg1,ENSMUSG00000052738,Suclg1,"succinate-CoA ligase, GDP-forming, alpha subunit",no,no,no,no,no,YES,TRUE,TRUE,TRUE
Sugp1,ENSMUSG00000011306,Sugp1,SURP and G patch domain containing 1,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Sumo1,ENSMUSG00000026021,Sumo1,small ubiquitin-like modifier 1,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Sumo2,ENSMUSG00000020738,Sumo2,small ubiquitin-like modifier 2,no,no,YES,no,YES,YES,FALSE,FALSE,FALSE
Sun1,ENSMUSG00000036817,Sun1,Sad1 and UNC84 domain containing 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Supt16,ENSMUSG00000035726,Supt16,suppressor of Ty 16,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Supt20,ENSMUSG00000027751,Supt20,suppressor of Ty 20,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Supt5,ENSMUSG00000003435,Supt5,suppressor of Ty 5,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Supt6,ENSMUSG00000002052,Supt6,suppressor of Ty 6,no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Supv3l1,ENSMUSG00000020079,Supv3l1,"suppressor of var1, 3-like 1 (S. cerevisiae)",no,no,no,no,YES,no,TRUE,FALSE,FALSE
Surf2,ENSMUSG00000014873,Surf2,surfeit gene 2,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Surf6,ENSMUSG00000036160,Surf6,surfeit gene 6,no,no,YES,YES,no,YES,FALSE,FALSE,FALSE
Suz12,ENSMUSG00000017548,Suz12,suppressor of zeste 12 homolog (Drosophila),no,YES,no,no,no,no,FALSE,FALSE,FALSE
Swap70,ENSMUSG00000031015,Swap70,SWA-70 protein,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Syf2,ENSMUSG00000028821,Syf2,"SYF2 homolog, RNA splicing factor (S. cerevisiae)",no,YES,YES,YES,no,no,FALSE,FALSE,FALSE
Syncrip,ENSMUSG00000032423,Syncrip,"synaptotagmin binding, cytoplasmic RNA interacting protein",YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Syne2,ENSMUSG00000063450,Syne2,"spectrin repeat containing, nuclear envelope 2",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Synpo,ENSMUSG00000043079,Synpo,synaptopodin,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Synpo2,ENSMUSG00000050315,Synpo2,synaptopodin 2,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Taco1,ENSMUSG00000001983,Taco1,translational activator of mitochondrially encoded cytochrome c oxidase I,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Tada2b,ENSMUSG00000029196,Tada2b,transcriptional adaptor 2B,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Taf15,ENSMUSG00000020680,Taf15,TATA-box binding protein associated factor 15,YES,YES,YES,YES,no,no,FALSE,FALSE,FALSE
Taf4,ENSMUSG00000039117,Taf4,TATA-box binding protein associated factor 4,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Taf6,ENSMUSG00000036980,Taf6,TATA-box binding protein associated factor 6,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tagln,ENSMUSG00000032085,Tagln,transgelin,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tagln2,ENSMUSG00000026547,Tagln2,transgelin 2,no,no,YES,YES,no,YES,FALSE,FALSE,FALSE
Tardbp,ENSMUSG00000041459,Tardbp,TAR DNA binding protein,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Tars,ENSMUSG00000022241,Tars,threonyl-tRNA synthetase,no,no,no,no,YES,YES,TRUE,FALSE,FALSE
Tars2,ENSMUSG00000028107,Tars2,"threonyl-tRNA synthetase 2, mitochondrial (putative)",no,YES,no,no,no,no,TRUE,FALSE,FALSE
Tatdn2,ENSMUSG00000056952,Tatdn2,TatD DNase domain containing 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tax1bp1,ENSMUSG00000004535,Tax1bp1,Tax1 (human T cell leukemia virus type I) binding protein 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tbca,ENSMUSG00000042043,Tbca,tubulin cofactor A,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Tbl2,ENSMUSG00000005374,Tbl2,transducin (beta)-like 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tbl3,ENSMUSG00000040688,Tbl3,transducin (beta)-like 3,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Tbrg4,ENSMUSG00000000384,Tbrg4,transforming growth factor beta regulated gene 4,YES,no,no,YES,YES,no,FALSE,FALSE,FALSE
Tcea1,ENSMUSG00000033813,Tcea1,transcription elongation factor A (SII) 1,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Tcea3,ENSMUSG00000001604,Tcea3,"transcription elongation factor A (SII), 3",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tceb1,ENSMUSG00000079658,Tceb1,"transcription elongation factor B (SIII), polypeptide 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tceb3,ENSMUSG00000028668,Tceb3,"transcription elongation factor B (SIII), polypeptide 3",no,no,YES,no,no,YES,FALSE,FALSE,FALSE
Tcerg1,ENSMUSG00000024498,Tcerg1,transcription elongation regulator 1 (CA150),no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Tcf25,ENSMUSG00000001472,Tcf25,transcription factor 25 (basic helix-loop-helix),no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Tcof1,ENSMUSG00000024613,Tcof1,treacle ribosome biogenesis factor 1,no,YES,YES,YES,no,YES,FALSE,FALSE,FALSE
Tcp1,ENSMUSG00000068039,Tcp1,t-complex protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tdrd3,ENSMUSG00000022019,Tdrd3,tudor domain containing 3,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tdrd7,ENSMUSG00000035517,Tdrd7,tudor domain containing 7,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tead1,ENSMUSG00000055320,Tead1,TEA domain family member 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tefm,ENSMUSG00000046909,Tefm,"transcription elongation factor, mitochondrial",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Telo2,ENSMUSG00000024170,Telo2,telomere maintenance 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tes,ENSMUSG00000029552,Tes,testis derived transcript,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Tet1,ENSMUSG00000047146,Tet1,tet methylcytosine dioxygenase 1,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Tet2,ENSMUSG00000040943,Tet2,tet methylcytosine dioxygenase 2,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Tex10,ENSMUSG00000028345,Tex10,testis expressed gene 10,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Tex2,ENSMUSG00000040548,Tex2,testis expressed gene 2,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Tfb1m,ENSMUSG00000036983,Tfb1m,"transcription factor B1, mitochondrial",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tfb2m,ENSMUSG00000026492,Tfb2m,"transcription factor B2, mitochondrial",no,no,no,no,YES,no,FALSE,FALSE,FALSE
