GeneID,TrnID,PepID,GeneName,GeneFamily,UniProtKB_ID,UniProtKB_Gene_Name
ENSG00000168214,ENST00000355476,ENSP00000347659,RBPJ,CSL,Q06330,SUH_HUMAN
ENSG00000124232,ENST00000343694,ENSP00000341243,RBPJL,CSL,Q9UBG7,RBPJL_HUMAN
ENSG00000089902,ENST00000262241,ENSP00000262241,RCOR1,MYB,Q9UKL0,RCOR1_HUMAN
ENSG00000167771,ENST00000301459,ENSP00000301459,RCOR2,MYB,Q8IZ40,RCOR2_HUMAN
ENSG00000117625,ENST00000419091,ENSP00000413929,RCOR3,MYB,Q9P2K3,RCOR3_HUMAN
ENSG00000162924,ENST00000394479,ENSP00000377989,REL,RHD,Q04864,REL_HUMAN
ENSG00000173039,ENST00000406246,ENSP00000384273,RELA,RHD,Q04206,TF65_HUMAN
ENSG00000104856,ENST00000221452,ENSP00000221452,RELB,RHD,Q01201,RELB_HUMAN
ENSG00000214022,ENST00000489432,ENSP00000417291,REPIN1,zf-C2H2,Q9BWE0,REPI1_HUMAN
ENSG00000142599,ENST00000400908,ENSP00000383700,RERE,zf-GATA,Q9P2R6,RERE_HUMAN
ENSG00000084093,ENST00000309042,ENSP00000311816,REST,zf-C2H2,Q13127,REST_HUMAN
ENSG00000132005,ENST00000254325,ENSP00000254325,RFX1,RFX,P22670,RFX1_HUMAN
ENSG00000087903,ENST00000303657,ENSP00000306335,RFX2,RFX,P48378,RFX2_HUMAN
ENSG00000080298,ENST00000617270,ENSP00000482598,RFX3,RFX,P48380,RFX3_HUMAN
ENSG00000111783,ENST00000392842,ENSP00000376585,RFX4,RFX,Q33E94,RFX4_HUMAN
ENSG00000143390,ENST00000452671,ENSP00000389130,RFX5,RFX,P48382,RFX5_HUMAN
ENSG00000185002,ENST00000332958,ENSP00000332208,RFX6,RFX,Q8HWS3,RFX6_HUMAN
ENSG00000181827,ENST00000559447,ENSP00000453281,RFX7,RFX,Q2KHR2,RFX7_HUMAN
ENSG00000196460,ENST00000428343,ENSP00000401536,RFX8,RFX,Q6ZV50,RFX8_HUMAN
ENSG00000064490,ENST00000303088,ENSP00000305071,RFXANK,TF_others,O14593,RFXK_HUMAN
ENSG00000101883,ENST00000217999,ENSP00000217999,RHOXF1,Homeobox,Q8NHV9,RHXF1_HUMAN
ENSG00000131721,ENST00000371388,ENSP00000360441,RHOXF2,Homeobox,Q9BQY4,RHXF2_HUMAN
ENSG00000203989,ENST00000371402,ENSP00000360455,RHOXF2B,Homeobox,P0C7M4,RHF2B_HUMAN
ENSG00000117000,ENST00000372771,ENSP00000361857,RLF,zf-C2H2,Q13129,INSL3_HUMAN
ENSG00000069667,ENST00000335670,ENSP00000335087,RORA,THR-like,P35398,RORA_HUMAN
ENSG00000198963,ENST00000376896,ENSP00000366093,RORB,THR-like,Q92753,RORB_HUMAN
ENSG00000143365,ENST00000318247,ENSP00000327025,RORC,THR-like,P51449,RORG_HUMAN
ENSG00000124782,ENST00000379938,ENSP00000369270,RREB1,zf-C2H2,Q92766,RREB1_HUMAN
ENSG00000159216,ENST00000675419,ENSP00000501943,RUNX1,Runt,Q01196,RUNX1_HUMAN
ENSG00000124813,ENST00000647337,ENSP00000495497,RUNX2,Runt,Q13950,RUNX2_HUMAN
ENSG00000020633,ENST00000308873,ENSP00000308051,RUNX3,Runt,Q13761,RUNX3_HUMAN
ENSG00000186350,ENST00000481739,ENSP00000419692,RXRA,RXR-like,P19793,RXRA_HUMAN
ENSG00000204231,ENST00000374680,ENSP00000363812,RXRB,RXR-like,P28702,RXRB_HUMAN
ENSG00000143171,ENST00000359842,ENSP00000352900,RXRG,RXR-like,P48443,RXRG_HUMAN
ENSG00000103449,ENST00000251020,ENSP00000251020,SALL1,zf-C2H2,Q9NSC2,SALL1_HUMAN
ENSG00000165821,ENST00000537235,ENSP00000438493,SALL2,zf-C2H2,Q9Y467,SALL2_HUMAN
ENSG00000256463,ENST00000537592,ENSP00000441823,SALL3,zf-C2H2,Q9BXA9,SALL3_HUMAN
ENSG00000101115,ENST00000217086,ENSP00000217086,SALL4,zf-C2H2,Q9UJQ4,SALL4_HUMAN
ENSG00000187634,ENST00000616016,ENSP00000478421,SAMD11,SAND,Q96NU1,SAM11_HUMAN
ENSG00000182568,ENST00000338745,ENSP00000341024,SATB1,CUT,Q01826,SATB1_HUMAN
ENSG00000119042,ENST00000417098,ENSP00000401112,SATB2,CUT,Q9UPW6,SATB2_HUMAN
ENSG00000261678,ENST00000569446,ENSP00000455711,SCRT1,zf-C2H2,Q9BWW7,SCRT1_HUMAN
ENSG00000215397,ENST00000246104,ENSP00000246104,SCRT2,zf-C2H2,Q9NQ03,SCRT2_HUMAN
ENSG00000260428,ENST00000567180,ENSP00000476384,SCX,bHLH,Q7RTU7,SCX_HUMAN
ENSG00000274529,ENST00000536498,ENSP00000444503,SEBOX,Homeobox,Q9HB31,SEBOX_HUMAN
ENSG00000152217,ENST00000649279,ENSP00000497406,SETBP1,TF_others,Q9Y6X0,SETBP_HUMAN
ENSG00000143379,ENST00000692827,ENSP00000509425,SETDB1,MBD,Q15047,SETB1_HUMAN
ENSG00000136169,ENST00000611815,ENSP00000482240,SETDB2,MBD,Q96T68,SETB2_HUMAN
ENSG00000116560,ENST00000357214,ENSP00000349748,SFPQ,TF_others,P23246,SFPQ_HUMAN
ENSG00000168779,ENST00000483851,ENSP00000419362,SHOX2,Homeobox,O60902,SHOX2_HUMAN
ENSG00000112246,ENST00000369208,ENSP00000358210,SIM1,bHLH,P81133,SIM1_HUMAN
ENSG00000159263,ENST00000290399,ENSP00000290399,SIM2,bHLH,Q14190,SIM2_HUMAN
ENSG00000126778,ENST00000645694,ENSP00000494686,SIX1,Homeobox,Q15475,SIX1_HUMAN
ENSG00000170577,ENST00000303077,ENSP00000304502,SIX2,Homeobox,Q9NPC8,SIX2_HUMAN
ENSG00000138083,ENST00000260653,ENSP00000260653,SIX3,Homeobox,O95343,SIX3_HUMAN
ENSG00000100625,ENST00000216513,ENSP00000216513,SIX4,Homeobox,Q9UIU6,SIX4_HUMAN
ENSG00000177045,ENST00000317578,ENSP00000316842,SIX5,Homeobox,Q8N196,SIX5_HUMAN
ENSG00000184302,ENST00000327720,ENSP00000328596,SIX6,Homeobox,O95475,SIX6_HUMAN
ENSG00000125520,ENST00000266077,ENSP00000266077,SLC2A4RG,TF_others,Q9NR83,S2A4R_HUMAN
ENSG00000170365,ENST00000302085,ENSP00000305769,SMAD1,MH1,Q15797,SMAD1_HUMAN
ENSG00000175387,ENST00000262160,ENSP00000262160,SMAD2,MH1,Q15796,SMAD2_HUMAN
ENSG00000166949,ENST00000327367,ENSP00000332973,SMAD3,MH1,P84022,SMAD3_HUMAN
ENSG00000141646,ENST00000342988,ENSP00000341551,SMAD4,MH1,Q13485,SMAD4_HUMAN
ENSG00000113658,ENST00000545279,ENSP00000441954,SMAD5,MH1,Q99717,SMAD5_HUMAN
ENSG00000137834,ENST00000288840,ENSP00000288840,SMAD6,MH1,O43541,SMAD6_HUMAN
ENSG00000101665,ENST00000262158,ENSP00000262158,SMAD7,MH1,O15105,SMAD7_HUMAN
ENSG00000120693,ENST00000379826,ENSP00000369154,SMAD9,MH1,O15198,SMAD9_HUMAN
ENSG00000102038,ENST00000371121,ENSP00000360162,SMARCA1,MYB,P28370,SMCA1_HUMAN
ENSG00000138375,ENST00000357276,ENSP00000349823,SMARCAL1,TF_others,Q9NZC9,SMAL1_HUMAN
ENSG00000173473,ENST00000254480,ENSP00000254480,SMARCC1,MYB,Q92922,SMRC1_HUMAN
ENSG00000139613,ENST00000550164,ENSP00000449396,SMARCC2,MYB,Q8TAQ2,SMRC2_HUMAN
ENSG00000073584,ENST00000348513,ENSP00000323967,SMARCE1,HMG,Q969G3,SMCE1_HUMAN
ENSG00000124216,ENST00000244050,ENSP00000244050,SNAI1,zf-C2H2,O95863,SNAI1_HUMAN
ENSG00000019549,ENST00000020945,ENSP00000020945,SNAI2,zf-C2H2,O43623,SNAI2_HUMAN
ENSG00000185669,ENST00000332281,ENSP00000327968,SNAI3,zf-C2H2,Q3KNW1,SNAI3_HUMAN
ENSG00000165684,ENST00000684778,ENSP00000510559,SNAPC4,MYB,Q5SXM2,SNPC4_HUMAN
ENSG00000255330,ENST00000481848,ENSP00000455908,SOGA3,0,Q5TF21,SOGA3_HUMAN
ENSG00000165643,ENST00000425225,ENSP00000404438,SOHLH1,bHLH,Q5JUK2,SOLH1_HUMAN
ENSG00000120669,ENST00000379881,ENSP00000369210,SOHLH2,bHLH,Q9NX45,SOLH2_HUMAN
ENSG00000159140,ENST00000356577,ENSP00000348984,SON,TF_others,P18583,SON_HUMAN
ENSG00000182968,ENST00000330949,ENSP00000330218,SOX1,HMG,O00570,SOX1_HUMAN
ENSG00000100146,ENST00000396884,ENSP00000380093,SOX10,HMG,P56693,SOX10_HUMAN
ENSG00000176887,ENST00000322002,ENSP00000322568,SOX11,HMG,P35716,SOX11_HUMAN
ENSG00000177732,ENST00000342665,ENSP00000347646,SOX12,HMG,O15370,SOX12_HUMAN
ENSG00000143842,ENST00000367204,ENSP00000356172,SOX13,HMG,Q9UN79,SOX13_HUMAN
ENSG00000168875,ENST00000306087,ENSP00000305343,SOX14,HMG,O95416,SOX14_HUMAN
ENSG00000129194,ENST00000250055,ENSP00000355354,SOX15,HMG,O60248,SOX15_HUMAN
ENSG00000164736,ENST00000297316,ENSP00000297316,SOX17,HMG,Q9H6I2,SOX17_HUMAN
ENSG00000203883,ENST00000340356,ENSP00000341815,SOX18,HMG,P35713,SOX18_HUMAN
ENSG00000181449,ENST00000325404,ENSP00000323588,SOX2,HMG,P48431,SOX2_HUMAN
ENSG00000125285,ENST00000376945,ENSP00000366144,SOX21,HMG,Q9Y651,SOX21_HUMAN
ENSG00000134595,ENST00000370536,ENSP00000359567,SOX3,HMG,P41225,SOX3_HUMAN
ENSG00000039600,ENST00000265007,ENSP00000265007,SOX30,HMG,O94993,SOX30_HUMAN
ENSG00000124766,ENST00000244745,ENSP00000244745,SOX4,HMG,Q06945,SOX4_HUMAN
ENSG00000134532,ENST00000451604,ENSP00000398273,SOX5,HMG,P35711,SOX5_HUMAN
ENSG00000110693,ENST00000683767,ENSP00000507545,SOX6,HMG,P35712,SOX6_HUMAN
ENSG00000171056,ENST00000304501,ENSP00000301921,SOX7,HMG,Q9BT81,SOX7_HUMAN
ENSG00000005513,ENST00000293894,ENSP00000293894,SOX8,HMG,P57073,SOX8_HUMAN
ENSG00000125398,ENST00000245479,ENSP00000245479,SOX9,HMG,P48436,SOX9_HUMAN
ENSG00000185591,ENST00000327443,ENSP00000329357,SP1,zf-C2H2,P08047,SP1_HUMAN
ENSG00000067066,ENST00000340126,ENSP00000343023,SP100,SAND,P23497,SP100_HUMAN
ENSG00000135899,ENST00000258381,ENSP00000258381,SP110,SAND,Q9HB58,SP110_HUMAN
ENSG00000079263,ENST00000392045,ENSP00000375899,SP140,SAND,Q13342,SP140_HUMAN
ENSG00000185404,ENST00000415673,ENSP00000397911,SP140L,SAND,Q9H930,SP14L_HUMAN
ENSG00000167182,ENST00000376741,ENSP00000365931,SP2,zf-C2H2,Q02086,SP2_HUMAN
ENSG00000172845,ENST00000310015,ENSP00000310301,SP3,zf-C2H2,Q02447,SP3_HUMAN
ENSG00000105866,ENST00000222584,ENSP00000222584,SP4,zf-C2H2,Q02446,SP4_HUMAN
ENSG00000204335,ENST00000375281,ENSP00000364430,SP5,zf-C2H2,Q6BEB4,SP5_HUMAN
ENSG00000189120,ENST00000536300,ENSP00000438209,SP6,zf-C2H2,Q3SY56,SP6_HUMAN
ENSG00000170374,ENST00000536324,ENSP00000443827,SP7,zf-C2H2,Q8TDD2,SP7_HUMAN
ENSG00000164651,ENST00000418710,ENSP00000408792,SP8,zf-C2H2,Q8IXZ3,SP8_HUMAN
ENSG00000217236,ENST00000394967,ENSP00000378418,SP9,zf-C2H2,P0CG40,SP9_HUMAN
ENSG00000124664,ENST00000374037,ENSP00000363149,SPDEF,ETS,O95238,SPDEF_HUMAN
ENSG00000066336,ENST00000378538,ENSP00000367799,SPI1,ETS,P17947,SPI1_HUMAN
ENSG00000269404,ENST00000595883,ENSP00000471921,SPIB,ETS,Q01892,SPIB_HUMAN
ENSG00000166211,ENST00000551346,ENSP00000448580,SPIC,ETS,Q8N5J4,SPIC_HUMAN
ENSG00000164299,ENST00000296739,ENSP00000369611,SPZ1,TF_others,Q9BXG8,SPZ1_HUMAN
ENSG00000072310,ENST00000261646,ENSP00000261646,SREBF1,bHLH,P36956,SRBP1_HUMAN
ENSG00000198911,ENST00000361204,ENSP00000354476,SREBF2,bHLH,Q12772,SRBP2_HUMAN
ENSG00000112658,ENST00000265354,ENSP00000265354,SRF,SRF,P11831,SRF_HUMAN
ENSG00000184895,ENST00000383070,ENSP00000372547,SRY,HMG,Q05066,SRY_HUMAN
ENSG00000149136,ENST00000278412,ENSP00000278412,SSRP1,HMG,Q08945,SSRP1_HUMAN
ENSG00000147488,ENST00000689386,ENSP00000509475,ST18,zf-C2HC,O60284,ST18_HUMAN
ENSG00000115415,ENST00000361099,ENSP00000354394,STAT1,STAT,P42224,STAT1_HUMAN
ENSG00000170581,ENST00000314128,ENSP00000315768,STAT2,STAT,P52630,STAT2_HUMAN
ENSG00000168610,ENST00000264657,ENSP00000264657,STAT3,STAT,P40763,STAT3_HUMAN
ENSG00000138378,ENST00000392320,ENSP00000376134,STAT4,STAT,Q14765,STAT4_HUMAN
ENSG00000126561,ENST00000590949,ENSP00000468749,STAT5A,STAT,P42229,STA5A_HUMAN
ENSG00000173757,ENST00000293328,ENSP00000293328,STAT5B,STAT,P51692,STA5B_HUMAN
ENSG00000166888,ENST00000300134,ENSP00000300134,STAT6,STAT,P42226,STAT6_HUMAN
ENSG00000113387,ENST00000265073,ENSP00000265073,SUB1,PC4,P53999,TCP4_HUMAN
ENSG00000276234,ENST00000615182,ENSP00000481091,TADA2A,MYB,O75478,TAD2A_HUMAN
ENSG00000173011,ENST00000310074,ENSP00000308022,TADA2B,MYB,Q86TJ2,TAD2B_HUMAN
ENSG00000162367,ENST00000294339,ENSP00000294339,TAL1,bHLH,P17542,TAL1_HUMAN
ENSG00000186051,ENST00000334077,ENSP00000334547,TAL2,bHLH,Q16559,TAL2_HUMAN
ENSG00000106052,ENST00000396319,ENSP00000379612,TAX1BP1,TF_others,Q86VP1,TAXB1_HUMAN
ENSG00000136535,ENST00000389554,ENSP00000374205,TBR1,T-box,Q16650,TBR1_HUMAN
ENSG00000184058,ENST00000649276,ENSP00000497003,TBX1,T-box,O43435,TBX1_HUMAN
ENSG00000167800,ENST00000335385,ENSP00000335191,TBX10,T-box,O75333,TBX10_HUMAN
ENSG00000092607,ENST00000369429,ENSP00000358437,TBX15,T-box,Q96SF7,TBX15_HUMAN
ENSG00000112837,ENST00000369663,ENSP00000358677,TBX18,T-box,O95935,TBX18_HUMAN
ENSG00000143178,ENST00000367821,ENSP00000356795,TBX19,T-box,O60806,TBX19_HUMAN
ENSG00000121068,ENST00000240328,ENSP00000240328,TBX2,T-box,Q13207,TBX2_HUMAN
ENSG00000164532,ENST00000408931,ENSP00000386170,TBX20,T-box,Q9UMR3,TBX20_HUMAN
ENSG00000073861,ENST00000177694,ENSP00000177694,TBX21,T-box,Q9UL17,TBX21_HUMAN
ENSG00000122145,ENST00000373296,ENSP00000362393,TBX22,T-box,Q9Y458,TBX22_HUMAN
ENSG00000135111,ENST00000349155,ENSP00000257567,TBX3,T-box,O15119,TBX3_HUMAN
ENSG00000121075,ENST00000644296,ENSP00000495986,TBX4,T-box,P57082,TBX4_HUMAN
ENSG00000089225,ENST00000405440,ENSP00000384152,TBX5,T-box,Q99593,TBX5_HUMAN
ENSG00000149922,ENST00000395224,ENSP00000378650,TBX6,T-box,O95947,TBX6_HUMAN
ENSG00000164458,ENST00000366876,ENSP00000355841,TBXT,T-box,O15178,TBXT_HUMAN
ENSG00000140262,ENST00000333725,ENSP00000331057,TCF12,bHLH,Q99081,HTF4_HUMAN
ENSG00000125878,ENST00000246080,ENSP00000246080,TCF15,bHLH,Q12870,TCF15_HUMAN
ENSG00000137310,ENST00000376257,ENSP00000365433,TCF19,TF_others,Q9Y242,TCF19_HUMAN
ENSG00000118526,ENST00000367882,ENSP00000356857,TCF21,bHLH,O43680,TCF21_HUMAN
ENSG00000163792,ENST00000296096,ENSP00000296096,TCF23,bHLH,Q7RTU1,TCF23_HUMAN
ENSG00000261787,ENST00000563496,ENSP00000455444,TCF24,bHLH,Q7RTU0,TCF24_HUMAN
ENSG00000141002,ENST00000263346,ENSP00000263346,TCF25,TF_others,Q9BQ70,TCF25_HUMAN
ENSG00000071564,ENST00000262965,ENSP00000262965,TCF3,bHLH,P15923,TFE2_HUMAN
ENSG00000196628,ENST00000354452,ENSP00000346440,TCF4,bHLH,P15884,ITF2_HUMAN
ENSG00000081059,ENST00000342854,ENSP00000340347,TCF7,HMG,P36402,TCF7_HUMAN
ENSG00000152284,ENST00000282111,ENSP00000282111,TCF7L1,HMG,Q9HCS4,TF7L1_HUMAN
ENSG00000148737,ENST00000627217,ENSP00000486891,TCF7L2,HMG,Q9NQB0,TF7L2_HUMAN
ENSG00000101190,ENST00000335351,ENSP00000334294,TCFL5,bHLH,Q9UL49,TCFL5_HUMAN
ENSG00000187079,ENST00000527636,ENSP00000435233,TEAD1,TEA,P28347,TEAD1_HUMAN
ENSG00000074219,ENST00000593945,ENSP00000469640,TEAD2,TEA,Q15562,TEAD2_HUMAN
ENSG00000007866,ENST00000338863,ENSP00000345772,TEAD3,TEA,Q99594,TEAD3_HUMAN
ENSG00000197905,ENST00000359864,ENSP00000352926,TEAD4,TEA,Q15561,TEAD4_HUMAN
ENSG00000167074,ENST00000266304,ENSP00000266304,TEF,TF_bZIP,Q10587,TEF_HUMAN
ENSG00000249961,ENST00000433154,ENSP00000463762,TERB1,MYB,Q8NA31,TERB1_HUMAN
ENSG00000147601,ENST00000276603,ENSP00000276603,TERF1,MYB,P54274,TERF1_HUMAN
ENSG00000132604,ENST00000254942,ENSP00000254942,TERF2,MYB,Q15554,TERF2_HUMAN
ENSG00000168769,ENST00000380013,ENSP00000369351,TET2,TF_others,Q6N021,TET2_HUMAN
ENSG00000108064,ENST00000487519,ENSP00000420588,TFAM,HMG,Q00059,TFAM_HUMAN
ENSG00000137203,ENST00000379613,ENSP00000368933,TFAP2A,AP-2,P05549,AP2A_HUMAN
ENSG00000008196,ENST00000393655,ENSP00000377265,TFAP2B,AP-2,Q92481,AP2B_HUMAN
ENSG00000087510,ENST00000201031,ENSP00000201031,TFAP2C,AP-2,Q92754,AP2C_HUMAN
ENSG00000008197,ENST00000008391,ENSP00000008391,TFAP2D,AP-2,Q7Z6R9,AP2D_HUMAN
ENSG00000116819,ENST00000373235,ENSP00000362332,TFAP2E,AP-2,Q6VUC0,AP2E_HUMAN
ENSG00000090447,ENST00000204517,ENSP00000204517,TFAP4,bHLH,Q01664,TFAP4_HUMAN
ENSG00000029639,ENST00000367166,ENSP00000356134,TFB1M,TF_others,Q8WVM0,TFB1M_HUMAN
ENSG00000135457,ENST00000257915,ENSP00000257915,TFCP2,CP2,Q12800,TFCP2_HUMAN
ENSG00000115112,ENST00000263707,ENSP00000263707,TFCP2L1,CP2,Q9NZI6,TF2L1_HUMAN
ENSG00000198176,ENST00000375370,ENSP00000364519,TFDP1,E2F,Q14186,TFDP1_HUMAN
ENSG00000114126,ENST00000489671,ENSP00000420616,TFDP2,E2F,Q14188,TFDP2_HUMAN
ENSG00000183434,ENST00000310125,ENSP00000385461,TFDP3,E2F,Q5H9I0,TFDP3_HUMAN
ENSG00000068323,ENST00000315869,ENSP00000314129,TFE3,bHLH,P19532,TFE3_HUMAN
ENSG00000112561,ENST00000373033,ENSP00000362124,TFEB,bHLH,P19484,TFEB_HUMAN
ENSG00000105967,ENST00000265440,ENSP00000265440,TFEC,bHLH,O14948,TFEC_HUMAN
ENSG00000177426,ENST00000343820,ENSP00000339631,TGIF1,Homeobox,Q15583,TGIF1_HUMAN
ENSG00000118707,ENST00000373872,ENSP00000362979,TGIF2,Homeobox,Q9GZN2,TGIF2_HUMAN
ENSG00000153779,ENST00000283891,ENSP00000355119,TGIF2LX,Homeobox,Q8IUE1,TF2LX_HUMAN
ENSG00000176679,ENST00000321217,ENSP00000318502,TGIF2LY,Homeobox,Q8IUE0,TF2LY_HUMAN
ENSG00000131931,ENST00000254250,ENSP00000254250,THAP1,THAP,Q9NVV9,THAP1_HUMAN
ENSG00000129028,ENST00000249861,ENSP00000249861,THAP10,THAP,Q9P2Z0,THA10_HUMAN
ENSG00000168286,ENST00000303596,ENSP00000304689,THAP11,THAP,Q96EK4,THA11_HUMAN
ENSG00000137492,ENST00000260045,ENSP00000260045,THAP12,THAP,O43422,P52K_HUMAN
ENSG00000173451,ENST00000308086,ENSP00000310796,THAP2,THAP,Q9H0W7,THAP2_HUMAN
ENSG00000041988,ENST00000054650,ENSP00000054650,THAP3,THAP,Q8WTV1,THAP3_HUMAN
ENSG00000176946,ENST00000407315,ENSP00000385006,THAP4,THAP,Q8WY91,THAP4_HUMAN
ENSG00000177683,ENST00000415914,ENSP00000400500,THAP5,THAP,Q7Z6K1,THAP5_HUMAN
ENSG00000174796,ENST00000311638,ENSP00000309007,THAP6,THAP,Q8TBB0,THAP6_HUMAN
ENSG00000184436,ENST00000215742,ENSP00000215742,THAP7,THAP,Q9BT49,THAP7_HUMAN
ENSG00000161277,ENST00000292894,ENSP00000292894,THAP8,THAP,Q8NA92,THAP8_HUMAN
ENSG00000168152,ENST00000302236,ENSP00000305533,THAP9,THAP,Q9H5L6,THAP9_HUMAN
ENSG00000126351,ENST00000450525,ENSP00000395641,THRA,THR-like,P10827,THA_HUMAN
ENSG00000151090,ENST00000646209,ENSP00000496686,THRB,THR-like,P10828,THB_HUMAN
ENSG00000151500,ENST00000341541,ENSP00000341657,THYN1,TF_others,Q9P016,THYN1_HUMAN
ENSG00000107807,ENST00000370196,ENSP00000359215,TLX1,Homeobox,P31314,TLX1_HUMAN
ENSG00000115297,ENST00000233638,ENSP00000233638,TLX2,Homeobox,O43763,TLX2_HUMAN
ENSG00000164438,ENST00000296921,ENSP00000296921,TLX3,Homeobox,O43711,TLX3_HUMAN
ENSG00000144747,ENST00000398559,ENSP00000381567,TMF1,TF_others,P82094,TMF1_HUMAN
ENSG00000198846,ENST00000361421,ENSP00000354842,TOX,HMG,O94900,TOX_HUMAN
ENSG00000124191,ENST00000341197,ENSP00000344724,TOX2,HMG,Q96NM4,TOX2_HUMAN
ENSG00000103460,ENST00000219746,ENSP00000219746,TOX3,HMG,O15405,TOX3_HUMAN
ENSG00000092203,ENST00000448790,ENSP00000393080,TOX4,HMG,O94842,TOX4_HUMAN
ENSG00000141510,ENST00000269305,ENSP00000269305,TP53,P53,P04637,P53_HUMAN
ENSG00000073282,ENST00000264731,ENSP00000264731,TP63,P53,Q9H3D4,P63_HUMAN
ENSG00000078900,ENST00000378295,ENSP00000367545,TP73,P53,O15350,P73_HUMAN
ENSG00000178928,ENST00000535759,ENSP00000438832,TPRX1,Homeobox,Q8N7U7,TPRX1_HUMAN
ENSG00000124496,ENST00000541110,ENSP00000439689,TRERF1,zf-C2H2,Q96PN7,TREF1_HUMAN
ENSG00000104447,ENST00000395715,ENSP00000379065,TRPS1,zf-GATA,Q9UHF7,TRPS1_HUMAN
ENSG00000102804,ENST00000458659,ENSP00000397435,TSC22D1,TSC22,Q15714,T22D1_HUMAN
ENSG00000196428,ENST00000688009,ENSP00000510392,TSC22D2,TSC22,O75157,T22D2_HUMAN
ENSG00000157514,ENST00000372383,ENSP00000361458,TSC22D3,TSC22,Q99576,T22D3_HUMAN
ENSG00000166925,ENST00000300181,ENSP00000300181,TSC22D4,TSC22,Q9Y3Q8,T22D4_HUMAN
ENSG00000179981,ENST00000580243,ENSP00000464391,TSHZ1,zf-C2H2,Q6ZSZ6,TSH1_HUMAN
ENSG00000182463,ENST00000371497,ENSP00000360552,TSHZ2,zf-C2H2,Q9NRE2,TSH2_HUMAN
ENSG00000121297,ENST00000240587,ENSP00000240587,TSHZ3,zf-C2H2,Q63HK5,TSH3_HUMAN
ENSG00000125482,ENST00000334270,ENSP00000333920,TTF1,MYB,Q15361,NKX21_HUMAN
ENSG00000166402,ENST00000299506,ENSP00000299506,TUB,Tub,P50607,TUB_HUMAN
ENSG00000112041,ENST00000229771,ENSP00000229771,TULP1,Tub,O00294,TULP1_HUMAN
ENSG00000104804,ENST00000221399,ENSP00000221399,TULP2,Tub,O00295,TULP2_HUMAN
ENSG00000078246,ENST00000448120,ENSP00000410051,TULP3,Tub,O75386,TULP3_HUMAN
ENSG00000130338,ENST00000367097,ENSP00000356064,TULP4,Tub,Q9NRJ4,TULP4_HUMAN
ENSG00000122691,ENST00000242261,ENSP00000242261,TWIST1,bHLH,Q15672,TWST1_HUMAN
ENSG00000233608,ENST00000612363,ENSP00000482581,TWIST2,bHLH,Q8WVJ9,TWST2_HUMAN
ENSG00000153560,ENST00000283629,ENSP00000283629,UBP1,CP2,Q9NZI7,UBIP1_HUMAN
ENSG00000108312,ENST00000436088,ENSP00000390669,UBTF,HMG,P17480,UBF1_HUMAN
ENSG00000255009,ENST00000530464,ENSP00000485108,UBTFL1,HMG,P0CB47,UBFL1_HUMAN
ENSG00000164853,ENST00000316333,ENSP00000314480,UNCX,Homeobox,A6NJT0,UNC4_HUMAN
ENSG00000158773,ENST00000368021,ENSP00000357000,USF1,bHLH,P22415,USF1_HUMAN
ENSG00000105698,ENST00000222305,ENSP00000222305,USF2,bHLH,Q15853,USF2_HUMAN
ENSG00000176542,ENST00000316407,ENSP00000320794,USF3,bHLH,Q68DE3,USF3_HUMAN
ENSG00000148704,ENST00000369206,ENSP00000358207,VAX1,Homeobox,Q5SQQ9,VAX1_HUMAN
ENSG00000116035,ENST00000234392,ENSP00000234392,VAX2,Homeobox,Q9UIW0,VAX2_HUMAN
ENSG00000111424,ENST00000549336,ENSP00000449573,VDR,THR-like,P11473,VDR_HUMAN
ENSG00000151650,ENST00000325980,ENSP00000357556,VENTX,Homeobox,O95231,VENTX_HUMAN
ENSG00000136451,ENST00000581208,ENSP00000462337,VEZF1,zf-C2H2,Q14119,VEZF1_HUMAN
ENSG00000100987,ENST00000376709,ENSP00000365899,VSX1,Homeobox,Q9NZR4,VSX1_HUMAN
ENSG00000119614,ENST00000261980,ENSP00000261980,VSX2,Homeobox,P58304,VSX2_HUMAN
ENSG00000198554,ENST00000360586,ENSP00000353793,WDHD1,HMG,O75717,WDHD1_HUMAN
ENSG00000011451,ENST00000673675,ENSP00000500993,WIZ,zf-C2H2,O95785,WIZ_HUMAN
ENSG00000184937,ENST00000452863,ENSP00000415516,WT1,zf-C2H2,P19544,WT1_HUMAN
ENSG00000100219,ENST00000344347,ENSP00000343155,XBP1,TF_bZIP,P17861,XBP1_HUMAN
ENSG00000136936,ENST00000375128,ENSP00000364270,XPA,TF_others,P23025,XPA_HUMAN
ENSG00000065978,ENST00000321358,ENSP00000361626,YBX1,CSD,P67809,YBOX1_HUMAN
ENSG00000006047,ENST00000007699,ENSP00000007699,YBX2,CSD,Q9Y2T7,YBOX2_HUMAN
ENSG00000060138,ENST00000228251,ENSP00000228251,YBX3,CSD,P16989,YBOX3_HUMAN
ENSG00000127337,ENST00000247843,ENSP00000247843,YEATS4,TF_others,O95619,YETS4_HUMAN
ENSG00000100811,ENST00000262238,ENSP00000262238,YY1,zf-C2H2,P25490,TYY1_HUMAN
ENSG00000230797,ENST00000429584,ENSP00000389381,YY2,zf-C2H2,O15391,TYY2_HUMAN
ENSG00000214717,ENST00000652001,ENSP00000498725,ZBED1,zf-BED,O96006,ZBED1_HUMAN
