EnsenbleProteinID,EnsenbleGeneID,Name,Type,RefSeqGeneID,RefSeqProteinID
ENSP00000362332,ENSG00000116819,TFAP2E,AP-2,NM_178548,NP_848643
ENSP00000362390,ENSG00000122145,TBX22,T-box,,NP_058650; NP_001290404
ENSP00000362410,ENSG00000204103,MAFB,TF_bZIP,NM_005461,NP_005452
ENSP00000362446,ENSG00000196152,ZNF79,zf-C2H2,NM_001322260,NP_009066
ENSP00000362563,ENSG00000169155,ZBTB43,ZBTB,NM_014007,NP_054726
ENSP00000362586,ENSG00000167081,PBX3,Homeobox,NM_001330782,XP_011517057; NP_001128250; XP_016870275; XP_006717196; ; XP_006717193; XP_006717194; NP_001317711; NP_006186
ENSP00000362609,ENSG00000160062,ZBTB8A,ZBTB,NM_001040441,NP_001035531
ENSP00000362613,ENSG00000131264,CDX4,Homeobox,NM_005193,NP_005184
ENSP00000362690,ENSG00000136931,NR5A1,SF-like,NM_004959,NP_004950
ENSP00000362760,ENSG00000171448,ZBTB26,ZBTB,NM_001304363,NP_065975; NP_001291292
ENSP00000362763,ENSG00000186130,ZBTB6,ZBTB,NM_006626,NP_006617
ENSP00000362777,ENSG00000179774,ATOH7,bHLH,NM_145178,NP_660161
ENSP00000362981,ENSG00000118707,TGIF2,Homeobox,NM_001199513,NP_001186442
ENSP00000363064,ENSG00000065029,ZNF76,zf-C2H2,,NP_003418
ENSP00000363149,ENSG00000124664,SPDEF,ETS,NM_012391,NP_036523
ENSP00000363201,ENSG00000106948,AKNA,TF_others,NM_001317950,NP_001304879
ENSP00000363241,ENSG00000157657,ZNF618,zf-C2H2,NM_001318042,NP_001304971
ENSP00000363254,ENSG00000165606,DRGX,Homeobox,NM_001276451,NP_001263380
ENSP00000363314,ENSG00000131914,LIN28A,CSD,NM_024674,NP_078950
ENSP00000363377,ENSG00000184481,FOXO4,Fork_head,NM_005938,NP_005929
ENSP00000363556,ENSG00000169740,ZNF32,zf-C2H2,NM_006973,NP_008904; NP_001311095; NP_001311093; NP_001311096
ENSP00000363689,ENSG00000117318,ID3,bHLH,NM_002167,NP_002158
ENSP00000363792,ENSG00000148513,ANKRD30A,TF_others,,XP_011518059; XP_016872372; ; XP_011518060; NP_443723
ENSP00000363804,ENSG00000136826,KLF4,zf-C2H2,,NP_004226; NP_001300981
ENSP00000363817,ENSG00000204231,RXRB,RXR-like,NM_001291989,NP_001257330; NP_001278918
ENSP00000363822,ENSG00000169083,AR,ESR-like,,NP_001011645; NP_000035
ENSP00000364023,ENSG00000198455,ZXDB,zf-C2H2,NM_007157,NP_009088
ENSP00000364190,ENSG00000204304,PBX2,Homeobox,NM_002586,NP_002577
ENSP00000364265,ENSG00000178919,FOXE1,Fork_head,NM_004473,NP_004464
ENSP00000364270,ENSG00000136936,XPA,TF_others,,NP_000371; NP_001341904
ENSP00000364346,ENSG00000131061,ZNF341,zf-C2H2,NM_032819,NP_001269862; NP_001269864
ENSP00000364349,ENSG00000213676,ATF6B,TF_bZIP,NM_004381,NP_004372
ENSP00000364379,ENSG00000081386,ZNF510,zf-C2H2,NM_001314060,NP_001300988
ENSP00000364405,ENSG00000165244,ZNF367,zf-C2H2,NM_153695,NP_710162
ENSP00000364430,ENSG00000204335,SP5,zf-C2H2,NM_001003845,NP_001003845
ENSP00000364519,ENSG00000198176,TFDP1,E2F,,NP_009042
ENSP00000364524,ENSG00000009709,PAX7,PAX,NM_001135254,NP_002575
ENSP00000364677,ENSG00000204366,ZBTB12,ZBTB,NM_181842,NP_862825
ENSP00000364798,ENSG00000184677,ZBTB40,ZBTB,,NP_055685
ENSP00000364885,ENSG00000116809,ZBTB17,ZBTB,,NP_001274532
ENSP00000364946,ENSG00000150051,MKX,Homeobox,,XP_016871595; NP_001229631; NP_775847; XP_016871596; ; XP_016871597; XP_016871594
ENSP00000365145,ENSG00000179772,FOXS1,Fork_head,NM_004118,NP_004109
ENSP00000365280,ENSG00000125968,ID1,bHLH,NM_181353,NP_002156
ENSP00000365407,ENSG00000121406,ZNF549,zf-C2H2,NM_153263,NP_001186224
ENSP00000365433,ENSG00000137310,TCF19,TF_others,NM_001077511,NP_001305837; NP_009040
ENSP00000365514,ENSG00000043355,ZIC2,zf-C2H2,NM_007129,NP_009060
ENSP00000365619,ENSG00000130684,ZNF337,zf-C2H2,NM_001290261,NP_001277190
ENSP00000365687,ENSG00000168267,PTF1A,bHLH,NM_178161,NP_835455
ENSP00000365838,ENSG00000204595,DPRX,Homeobox,NM_001012728,NP_001012746
ENSP00000365858,ENSG00000102145,GATA1,zf-GATA,NM_002049,NP_002040
ENSP00000365898,ENSG00000204612,FOXB2,Fork_head,NM_001013735,NP_001013757
ENSP00000365899,ENSG00000100987,VSX1,Homeobox,NM_001256272,NP_055403
ENSP00000365931,ENSG00000167182,SP2,zf-C2H2,,NP_003101
ENSP00000366144,ENSG00000125285,SOX21,HMG,NM_007084,NP_009015
ENSP00000366153,ENSG00000197779,ZNF81,zf-C2H2,NM_007137,NP_001365081; NP_001365083
ENSP00000366179,ENSG00000136770,DNAJC1,MYB,NM_022365,NP_071760
ENSP00000366221,ENSG00000130940,CASZ1,TF_others,NM_001079843,NP_001073312
ENSP00000366273,ENSG00000147117,ZNF157,zf-C2H2,NM_003446,NP_003437
ENSP00000366330,ENSG00000119138,KLF9,zf-C2H2,NM_001206,NP_001197
ENSP00000366347,ENSG00000125820,NKX2-2,Homeobox,NM_002509,NP_002500
ENSP00000366384,ENSG00000197935,ZNF311,zf-C2H2,NM_001010877,NP_001010877; NP_001369289; NP_001337566
ENSP00000366413,ENSG00000152192,POU4F1,Pou,NM_006237,NP_006228
ENSP00000366465,ENSG00000189298,ZKSCAN3,zf-C2H2,NM_001242895,NP_001229823
ENSP00000366509,ENSG00000187626,ZKSCAN4,zf-C2H2,NM_001304506,NP_061983; NP_001291435
ENSP00000366527,ENSG00000196812,ZSCAN16,zf-C2H2,NM_001320555,NP_001307484; NP_001307485; NP_001307487; NP_001307486; NP_079507
ENSP00000366534,ENSG00000160973,FOXH1,Fork_head,NM_003923,NP_003914
ENSP00000366542,ENSG00000197279,ZNF165,zf-C2H2,NM_003447,NP_001363422; NP_003438; NP_001363421
ENSP00000366630,ENSG00000184659,FOXD4L4,Fork_head,NM_199244,NP_954714
ENSP00000366636,ENSG00000096654,ZNF184,zf-C2H2,,NP_001305820; NP_001305822; NP_001334761; NP_001305821; NP_009080
ENSP00000366637,ENSG00000204779,FOXD4L5,Fork_head,NM_001126334,NP_001119806
ENSP00000366789,ENSG00000179528,LBX2,Homeobox,NM_001282430,NP_001269359
ENSP00000366897,ENSG00000118922,KLF12,zf-C2H2,NM_007249,NP_009180
ENSP00000366902,ENSG00000204859,ZBTB48,ZBTB,NM_005341,NP_001265576; NP_001265577; NP_005332
ENSP00000366915,ENSG00000102554,KLF5,zf-C2H2,,NP_001721
ENSP00000367065,ENSG00000069812,HES2,bHLH,,NP_061962
ENSP00000367069,ENSG00000066827,ZFAT,zf-C2H2,NM_001174158,NP_065914
ENSP00000367130,ENSG00000173673,HES3,bHLH,NM_001024598,NP_001019769
ENSP00000367300,ENSG00000204947,ZNF425,zf-C2H2,NM_001001661,NP_001001661
ENSP00000367545,ENSG00000078900,TP73,P53,NM_005427,NP_005418; NP_001191114
ENSP00000367714,ENSG00000197921,HES5,bHLH,NM_001010926,NP_001010926
ENSP00000367972,ENSG00000172201,ID4,bHLH,NM_001546,NP_001537
ENSP00000368189,ENSG00000205143,ARID3C,ARID,NM_001371945,NP_001017363; NP_001358874
ENSP00000368253,ENSG00000169297,NR0B1,Miscellaneous,NM_000475,NP_000466
ENSP00000368312,ENSG00000105672,ETV2,ETS,,NP_055024; XP_005258709; XP_011524926; NP_001287903; XP_016881961; NP_001291478
ENSP00000368332,ENSG00000004848,ARX,Homeobox,NM_139058,NP_620689
ENSP00000368486,ENSG00000005889,ZFX,zf-C2H2,,NP_001317256
ENSP00000368565,ENSG00000105821,DNAJC2,MYB,NM_001362667,NP_055192; NP_001349596; NP_001349597
ENSP00000368632,ENSG00000107485,GATA3,zf-GATA,,NP_001002295
ENSP00000368686,ENSG00000205250,E2F4,E2F,NM_001950,NP_001941
ENSP00000368698,ENSG00000095951,HIVEP1,zf-C2H2,,NP_002105
ENSP00000368805,ENSG00000124827,GCM2,GCM,NM_004752,NP_004743
ENSP00000368856,ENSG00000086102,NFX1,zf-NF-X1,NM_001318758,NP_001305687; NP_002495
ENSP00000368868,ENSG00000109381,ELF2,ETS,,NP_001358265; NP_001317965
ENSP00000368880,ENSG00000150907,FOXO1,Fork_head,NM_002015,NP_002006
ENSP00000368933,ENSG00000137203,TFAP2A,AP-2,,NP_001358995
ENSP00000369210,ENSG00000120669,SOHLH2,bHLH,NM_017826,NP_060296
ENSP00000369270,ENSG00000124782,RREB1,zf-C2H2,NM_001168344,NP_001003699
ENSP00000369611,ENSG00000164299,SPZ1,TF_others,,NP_115956
ENSP00000369774,ENSG00000197054,ZNF763,zf-C2H2,,NP_001354102; NP_001012771
ENSP00000369777,ENSG00000169957,ZNF768,zf-C2H2,NM_024671,NP_078947
ENSP00000369973,ENSG00000174282,ZBTB4,ZBTB,NM_020899,NP_001122305
ENSP00000370047,ENSG00000173068,BNC2,zf-C2H2,NM_017637,NP_060107; NP_001304869
ENSP00000370253,ENSG00000167034,NKX3-1,Homeobox,NM_006167,NP_006158
ENSP00000370256,ENSG00000054598,FOXC1,Fork_head,NM_001453,
ENSP00000370343,ENSG00000137265,IRF4,IRF,NM_002460,NP_002451; NP_001182215
ENSP00000370408,ENSG00000165556,CDX2,Homeobox,NM_001354700,NP_001256; NP_001341629
ENSP00000370421,ENSG00000139515,PDX1,Homeobox,NM_000209,NP_000200
ENSP00000370532,ENSG00000122034,GTF3A,zf-C2H2,NM_002097,NP_002088
ENSP00000370620,ENSG00000214717,ZBED1,zf-BED,,NP_001164607; NP_004720; NP_001164606
ENSP00000370624,ENSG00000155545,MIER3,MYB,NM_001297598,NP_001284527
ENSP00000370654,ENSG00000171476,HOPX,Homeobox,NM_032495,NP_001138931
ENSP00000370936,ENSG00000169016,E2F6,E2F,,NP_937987
ENSP00000370949,ENSG00000170448,NFXL1,zf-NF-X1,NM_001278623,NP_694540
ENSP00000371231,ENSG00000189067,LITAF,zf-LITAF-like,NM_001136472,
ENSP00000371398,ENSG00000107249,GLIS3,zf-C2H2,NM_152629,NP_001035878
ENSP00000371434,ENSG00000080298,RFX3,RFX,NM_134428,NP_602304
ENSP00000371553,ENSG00000205857,NANOGNB,Homeobox,NM_001145465,NP_001138937
ENSP00000371627,ENSG00000122386,ZNF205,zf-C2H2,NM_003456,NP_003447
ENSP00000371659,ENSG00000178177,LCORL,HTH,,NP_001352588; NP_001352587
ENSP00000371661,ENSG00000178177,LCORL,HTH,,NP_001159611; NP_001352591
ENSP00000371711,ENSG00000137090,DMRT1,DM,,NP_068770
ENSP00000371785,ENSG00000184221,OLIG1,bHLH,NM_138983,NP_620450
ENSP00000371786,ENSG00000205922,ONECUT3,CUT,NM_001080488,NP_001073957
ENSP00000371794,ENSG00000205927,OLIG2,bHLH,,NP_005797
ENSP00000371846,ENSG00000177030,DEAF1,SAND,,NP_066288; NP_001280563
ENSP00000371875,ENSG00000109705,NKX3-2,Homeobox,NM_001189,NP_001180
ENSP00000371940,ENSG00000170122,FOXD4,Fork_head,NM_207305,NP_997188
ENSP00000372056,ENSG00000170561,IRX2,Homeobox,NM_001134222,NP_001127694
ENSP00000372170,ENSG00000163132,MSX1,Homeobox,NM_002448,NP_002439
ENSP00000372525,ENSG00000067646,ZFY,zf-C2H2,NM_001369702,NP_001356636; NP_001356633; NP_001356631
ENSP00000372547,ENSG00000184895,SRY,HMG,NM_003140,NP_003131
ENSP00000373274,ENSG00000197385,ZNF860,zf-C2H2,,NP_001131146
ENSP00000373572,ENSG00000186766,FOXI2,Fork_head,NM_207426,NP_997309
ENSP00000374205,ENSG00000136535,TBR1,T-box,NM_006593,NP_006584
ENSP00000374240,ENSG00000168779,SHOX2,Homeobox,NM_001163678,NP_003021
ENSP00000374359,ENSG00000070476,ZXDC,zf-C2H2,,NP_079388
ENSP00000375248,ENSG00000205899,BHLHA9,bHLH,NM_001164405,NP_001157877
ENSP00000375582,ENSG00000178935,ZNF552,zf-C2H2,,NP_079038
ENSP00000375593,ENSG00000131848,ZSCAN5A,zf-C2H2,NM_024303,NP_077279
ENSP00000375820,ENSG00000159915,ZNF233,zf-C2H2,NM_001330529,NP_861421
ENSP00000375822,ENSG00000159885,ZNF222,zf-C2H2,,NP_001123468
ENSP00000375827,ENSG00000124444,ZNF576,zf-C2H2,NM_024327,NP_077303
ENSP00000375857,ENSG00000124831,LRRFIP1,LRRFIP,NM_001137550,NP_001131024
ENSP00000375899,ENSG00000079263,SP140,SAND,,NP_009168
ENSP00000375921,ENSG00000135903,PAX3,PAX,NM_181459,NP_852124
ENSP00000375992,ENSG00000196437,ZNF569,zf-C2H2,,XP_011524840; XP_016881871; XP_011524841; NP_001317411; XP_006723111; XP_016881868; XP_016881865; XP_016881866; XP_006723109; XP_006723110; XP_016881869; NP_689697
ENSP00000376010,ENSG00000186017,ZNF566,zf-C2H2,,NP_001138815
ENSP00000376035,ENSG00000011590,ZBTB32,ZBTB,NM_014383,NP_001303831; NP_055198
ENSP00000376065,ENSG00000197841,ZNF181,zf-C2H2,,XP_006723246; XP_016882228; NP_001025168; XP_005258906; NP_001139137; XP_005258907; XP_005258908; XP_006723247; XP_016882229
ENSP00000376110,ENSG00000196268,ZNF493,zf-C2H2,,NP_001070146
ENSP00000376135,ENSG00000196458,ZNF605,zf-C2H2,NM_183238,NP_001158187
ENSP00000376322,ENSG00000128714,HOXD13,Homeobox,NM_000523,NP_000514
ENSP00000376374,ENSG00000151500,THYN1,TF_others,,NP_954995; NP_001032382; NP_954994; NP_054893; NP_001032381
ENSP00000376436,ENSG00000134954,ETS1,ETS,NM_001143820,NP_001137292
ENSP00000376534,ENSG00000123636,BAZ2B,MBD,NM_001289975,NP_001316786; NP_038478
ENSP00000376765,ENSG00000131788,PIAS3,zf-MIZ,,NP_006090
ENSP00000376989,ENSG00000048405,ZNF800,zf-C2H2,,XP_006715930; XP_006715931; XP_006715932; XP_005250238; XP_011514161; NP_789784
ENSP00000377171,ENSG00000167377,ZNF23,zf-C2H2,,NP_001368903; NP_666016; NP_001368894; NP_001368902; NP_001368904; NP_001368905; NP_001368895; NP_001368907; NP_001368908; NP_001368906; NP_001368909
ENSP00000377218,ENSG00000168310,IRF2,IRF,NM_002199,NP_002190
ENSP00000377265,ENSG00000008196,TFAP2B,AP-2,,NP_003212
ENSP00000377435,ENSG00000121075,TBX4,T-box,,
ENSP00000377504,ENSG00000133250,ZNF414,TF_others,NM_001146175,NP_001139647
ENSP00000377648,ENSG00000131759,RARA,THR-like,,XP_011523397; ; XP_005257610; XP_005257611; NP_001138773; NP_001138774; XP_005257609; XP_011523398; NP_001019980; XP_016880409; NP_000955
ENSP00000377679,ENSG00000126351,THRA,THR-like,,NP_001177848
ENSP00000377708,ENSG00000197037,ZSCAN25,zf-C2H2,,NP_001337911; NP_001337913; NP_001337909; NP_001337910; NP_660090; NP_001337912; NP_001337915
ENSP00000377721,ENSG00000185551,NR2F2,RXR-like,NM_001145155,NP_066285
ENSP00000377854,ENSG00000106852,LHX6,Homeobox,NM_001242334,NP_055183
ENSP00000378132,ENSG00000176842,IRX5,Homeobox,NM_005853,NP_005844
ENSP00000378286,ENSG00000185670,ZBTB3,ZBTB,,NP_001350038; NP_001350037; NP_001357738
ENSP00000378418,ENSG00000217236,SP9,zf-C2H2,NM_001145250,NP_001138722
ENSP00000378472,ENSG00000081059,TCF7,HMG,NM_001346425,XP_011541911; NP_963965; XP_006714741; XP_011541908; XP_006714742; ; XP_006714748; XP_006714749; XP_011541910; XP_016865279; NP_003193; NP_998813; XP_006714745; XP_011541915; NP_963963; XP_006714747; NP_001333354; XP_011541906; XP_011541909; NP_001128323; NP_001333379; NP_001353431
ENSP00000378578,ENSG00000172493,AFF1,AF-4,,NP_001160165
ENSP00000378642,ENSG00000197162,ZNF785,zf-C2H2,,NP_689671
ENSP00000378650,ENSG00000149922,TBX6,T-box,NM_004608,NP_004599
ENSP00000378792,ENSG00000175787,ZNF169,zf-C2H2,NM_001301275,NP_919301; NP_001288204; NP_003439
ENSP00000378881,ENSG00000127081,ZNF484,zf-C2H2,NM_031486,NP_001341466; NP_001248387
ENSP00000378938,ENSG00000165156,ZHX1,Homeobox,NM_007222,NP_009153
ENSP00000379051,ENSG00000146676,PURB,TF_others,NM_033224,NP_150093
ENSP00000379065,ENSG00000104447,TRPS1,zf-GATA,NM_001282903,NP_001269832; NP_054831
ENSP00000379168,ENSG00000141040,ZNF287,zf-C2H2,,NP_001333096; NP_001333098; NP_001333100; NP_065704; NP_001333097; NP_001333099; XP_011522270
ENSP00000379208,ENSG00000198105,ZNF248,zf-C2H2,NM_001352476,NP_001339402; NP_001339415; NP_001339418; NP_001339399; NP_001339403; NP_001339416; NP_001339419; NP_001339401; NP_001339420; NP_001339421; NP_066383; NP_001339400; NP_001339417
ENSP00000379258,ENSG00000106571,GLI3,zf-C2H2,,NP_000159
ENSP00000379330,ENSG00000101096,NFATC2,RHD,NM_012340,NP_001245226; NP_775114
ENSP00000379363,ENSG00000186446,ZNF501,zf-C2H2,NM_145044,NP_659481
ENSP00000379368,ENSG00000169981,ZNF35,zf-C2H2,NM_003420,NP_003411
ENSP00000379369,ENSG00000171956,FOXB1,Fork_head,NM_012182,NP_036314
ENSP00000379387,ENSG00000185219,ZNF445,zf-C2H2,NM_001369454,NP_001356383; NP_852466
ENSP00000379458,ENSG00000083828,ZNF586,zf-C2H2,NM_001204814,NP_060122
ENSP00000379464,ENSG00000213762,ZNF134,zf-C2H2,,NP_003426
ENSP00000379507,ENSG00000198963,RORB,THR-like,NM_006914,NP_001351952
ENSP00000379640,ENSG00000105997,HOXA3,Homeobox,NM_001384343,NP_109377; NP_001371272; NP_001371274; NP_001371275
ENSP00000379658,ENSG00000139083,ETV6,ETS,NM_001987,NP_001978
ENSP00000379684,ENSG00000198346,ZNF813,zf-C2H2,NM_001004301,NP_001004301
ENSP00000379689,ENSG00000196417,ZNF765,zf-C2H2,,NP_001035275
ENSP00000379701,ENSG00000164749,HNF4G,RXR-like,,NP_004124
ENSP00000379702,ENSG00000197497,ZNF665,zf-C2H2,,NP_079009; NP_001340386; NP_001340387; NP_001340388
ENSP00000379838,ENSG00000153048,CARHSP1,CSD,NM_001042476,NP_001035941
ENSP00000379847,ENSG00000166478,ZNF143,zf-C2H2,,NP_003433
ENSP00000380019,ENSG00000126746,ZNF384,zf-C2H2,NM_001385775,NP_001372688; NP_001129206; NP_001372685
ENSP00000380061,ENSG00000140987,ZSCAN32,zf-C2H2,NM_001284528,NP_001311272; NP_001271456; NP_001311275
ENSP00000380073,ENSG00000213928,IRF9,IRF,NM_001385400,NP_001372330; NP_006075; NP_001372331; NP_001372329
ENSP00000380165,ENSG00000147118,ZNF182,zf-C2H2,NM_001007088,NP_008893; NP_001171570
ENSP00000380174,ENSG00000140265,ZSCAN29,zf-C2H2,NM_152455,NP_689668
ENSP00000380197,ENSG00000129535,NRL,TF_bZIP,NM_001354768,XP_011535104; NP_001341698; XP_011535107; NP_001341699; XP_011535106; NP_001341697; NP_006168; XP_005267766; XP_011535103; XP_011535108; 
ENSP00000380252,ENSG00000116044,NFE2L2,TF_bZIP,,NP_001300832; NP_006155; NP_001300831
ENSP00000380293,ENSG00000213973,ZNF99,zf-C2H2,NM_001080409,NP_001073878
ENSP00000380310,ENSG00000196109,ZNF676,zf-C2H2,NM_001001411,NP_001001411
ENSP00000380315,ENSG00000160321,ZNF208,zf-C2H2,NM_001329973,NP_009084
ENSP00000380321,ENSG00000078246,TULP3,Tub,,NP_001153880
ENSP00000380494,ENSG00000116990,MYCL,bHLH,NM_001033082,NP_001028254
ENSP00000380711,ENSG00000147862,NFIB,CTF/NFI,NM_005596,NP_001356387
ENSP00000380840,ENSG00000242852,ZNF709,zf-C2H2,NM_152601,NP_689814
ENSP00000380866,ENSG00000214189,ZNF788,zf-C2H2,,
ENSP00000380999,ENSG00000196605,ZNF846,zf-C2H2,,NP_001071092; NP_001340729; NP_001340728
ENSP00000381216,ENSG00000088247,KHSRP,TF_others,NM_001366299,NP_003676; NP_001353229
ENSP00000381382,ENSG00000196628,TCF4,bHLH,NM_001369569,NP_001230155
ENSP00000381452,ENSG00000141646,SMAD4,MH1,,NP_005350
ENSP00000381486,ENSG00000214513,NOTO,Homeobox,NM_001134462,NP_001127934
ENSP00000381499,ENSG00000125813,PAX1,PAX,NM_006192,NP_006183
ENSP00000381518,ENSG00000143995,MEIS1,Homeobox,,NP_002389; 
ENSP00000381567,ENSG00000144747,TMF1,TF_others,NM_007114,NP_009045
ENSP00000381840,ENSG00000139154,AEBP2,zf-C2H2,,NP_001107648; NP_001350665
ENSP00000382114,ENSG00000186487,MYT1L,zf-C2HC,NM_001329846,NP_055840
ENSP00000382216,ENSG00000120693,SMAD9,MH1,NM_001127217,XP_005266458; XP_005266460; NP_001120689; XP_005266461; NP_001365550; ; XP_006719890; NP_005896
ENSP00000382513,ENSG00000180626,ZNF594,zf-C2H2,,XP_005256884; NP_115919
ENSP00000382957,ENSG00000215343,ZNF705D,zf-C2H2,NM_001039615,NP_001034704
ENSP00000382976,ENSG00000154655,L3MBTL4,zf-C2HC,NM_173464,NP_001352699; NP_775735
ENSP00000382987,ENSG00000215356,ZNF705B,zf-C2H2,NM_001193630,NP_001180559
ENSP00000383020,ENSG00000215372,ZNF705G,zf-C2H2,NM_001164457,NP_001157929
ENSP00000383301,ENSG00000185252,ZNF74,zf-C2H2,NM_001256524,NP_003417; NP_001243454
ENSP00000383516,ENSG00000215612,HMX1,Homeobox,NM_001306142,NP_061815
ENSP00000383820,ENSG00000198160,MIER1,MYB,NM_001146110,NP_001337459; NP_001071168
ENSP00000384000,ENSG00000196172,ZNF681,zf-C2H2,NM_138286,NP_612143
ENSP00000384004,ENSG00000106536,POU6F2,Pou,,NP_001159490; NP_009183
ENSP00000384006,ENSG00000138380,CARF,TF_others,NM_001104586,NP_001309358; NP_001098056
ENSP00000384018,ENSG00000196498,NCOR2,MYB,NM_006312,NP_006303
ENSP00000384085,ENSG00000006468,ETV1,ETS,NM_001370556,NP_001156620; XP_005249692; NP_001156621; NP_001156623; XP_024302444; XP_024302447; XP_024302445; NP_001357485; XP_011513469; ; NP_001156622; NP_001357484; XP_011513470; XP_011513472; XP_024302446; NP_001156619; NP_001156624; NP_004947
ENSP00000384179,ENSG00000169946,ZFPM2,zf-C2H2,,NP_001349765; NP_036214
ENSP00000384273,ENSG00000173039,RELA,RHD,NM_001243984,NP_001230913; NP_068810
ENSP00000384371,ENSG00000113916,BCL6,ZBTB,NM_001706,NP_001697
ENSP00000384434,ENSG00000220201,ZGLP1,zf-GATA,,NP_001096637
ENSP00000384517,ENSG00000133794,ARNTL,bHLH,,NP_001284648
ENSP00000384587,ENSG00000128272,ATF4,TF_bZIP,,XP_016884296; NP_877962; NP_001666
ENSP00000384725,ENSG00000061455,PRDM6,zf-C2H2,NM_001136239,NP_001129711
ENSP00000384782,ENSG00000176083,ZNF683,zf-C2H2,,XP_006710618; NP_001108231; XP_016856444; XP_005245889; XP_016856445; NP_001294854; XP_011539500; XP_016856446; XP_016856447; XP_016856448; NP_775845; XP_005245885; XP_016856443; XP_005245887
ENSP00000384899,ENSG00000167491,GATAD2A,zf-GATA,,NP_001371441; NP_001371455; NP_001371440; NP_001371450; NP_001371463; NP_001371443; NP_001371451; NP_001287875; NP_001371452; NP_001371446
ENSP00000385006,ENSG00000176946,THAP4,THAP,NM_001164356,NP_057047
ENSP00000385099,ENSG00000180884,ZNF792,zf-C2H2,NM_175872,NP_787068
ENSP00000385163,ENSG00000204920,ZNF155,zf-C2H2,,NP_001247417
ENSP00000385216,ENSG00000084676,NCOA1,bHLH,,XP_005264683; NP_003734; XP_005264682; NP_001349881; NP_001349883; NP_001349884; ; NP_001349879; NP_671756; NP_671766
ENSP00000385319,ENSG00000169635,HIC2,ZBTB,NM_015094,NP_055909
ENSP00000385461,ENSG00000183434,TFDP3,E2F,NM_016521,NP_057605
ENSP00000385523,ENSG00000186951,PPARA,THR-like,,NP_005027; NP_001349801; NP_001349802
ENSP00000385586,ENSG00000170178,HOXD12,Homeobox,NM_021193,NP_067016
ENSP00000385823,ENSG00000057935,MTA3,zf-GATA,NM_001282755,NP_001317372; NP_001317373; NP_001317371
ENSP00000385939,ENSG00000164631,ZNF12,zf-C2H2,,NP_057349
ENSP00000386037,ENSG00000175329,ISX,Homeobox,NM_001303508,NP_001290437
ENSP00000386051,ENSG00000172888,ZNF621,zf-C2H2,,XP_005265136; NP_940886; XP_016861715; NP_001274174; XP_005265137; XP_011531912; NP_001091884; XP_006713177
ENSP00000386165,ENSG00000221869,CEBPD,TF_bZIP,NM_005195,NP_005186
ENSP00000386170,ENSG00000164532,TBX20,T-box,NM_001077653,NP_001071121; NP_001159692
ENSP00000386200,ENSG00000128573,FOXP2,Fork_head,,NP_683696
ENSP00000386374,ENSG00000213999,MEF2B,SRF,NM_001145785,NP_001139257; NP_001354211; NP_005910; 
ENSP00000386393,ENSG00000221994,ZNF630,zf-C2H2,,NP_001032824
ENSP00000386498,ENSG00000128652,HOXD3,Homeobox,,XP_005246566; XP_011509368; XP_005246568; XP_011509367; NP_008829
ENSP00000386515,ENSG00000106052,TAX1BP1,TF_others,,NP_001073333; NP_001349723; NP_001349724; NP_001193831; NP_006015; NP_001193830
ENSP00000386834,ENSG00000144218,AFF3,AF-4,,NP_001020279
ENSP00000387195,ENSG00000178662,CSRNP3,CSRNP_N,,XP_024308922; XP_005246922; XP_024308923; NP_001165644; NP_079245
ENSP00000387462,ENSG00000205189,ZBTB10,ZBTB,NM_001277145,NP_001099009; NP_001264074; NP_076418
ENSP00000387699,ENSG00000118260,CREB1,TF_bZIP,,NP_001358355; NP_604391
ENSP00000388402,ENSG00000185650,ZFP36L1,zf-CCCH,,NP_004917; NP_001231627
ENSP00000388502,ENSG00000198440,ZNF583,zf-C2H2,,NP_001153333; NP_689691
ENSP00000388510,ENSG00000172819,RARG,THR-like,NM_000966,NP_000957
ENSP00000388620,ENSG00000163508,EOMES,T-box,NM_005442,NP_001265111
ENSP00000388864,ENSG00000105136,ZNF419,zf-C2H2,,NP_001091961
ENSP00000388910,ENSG00000100968,NFATC4,RHD,,NP_001129494
ENSP00000388940,ENSG00000140262,TCF12,bHLH,,NP_003196; XP_011520263; XP_011520267; XP_011520271; NP_996919; XP_016878009; NP_001309093; NP_996921; XP_011520264; NP_001309081; XP_011520268; XP_011520269; ; NP_001293148; NP_996923; XP_011520261; XP_011520265; NP_001309083; NP_001309086; NP_001309091; XP_011520262; NP_001293149; NP_001309085; NP_001309087; NP_001309088; NP_001309090; NP_001309080; NP_001309094; NP_996920
ENSP00000389377,ENSG00000131196,NFATC1,RHD,NM_006162,NP_001265598
ENSP00000389381,ENSG00000230797,YY2,zf-C2H2,NM_206923,NP_996806
ENSP00000389639,ENSG00000065978,YBX1,CSD,NM_004559,NP_004550
ENSP00000389716,ENSG00000213347,MXD3,bHLH,,NP_001136407; NP_001381915; NP_001381916; NP_112590
ENSP00000389841,ENSG00000178917,ZNF852,zf-C2H2,,NP_001274278
ENSP00000389870,ENSG00000064195,DLX3,Homeobox,NM_005220,NP_005211
ENSP00000390179,ENSG00000189164,ZNF527,zf-C2H2,,NP_115829
ENSP00000390436,ENSG00000074047,GLI2,zf-C2H2,,NP_005261; NP_001358200
ENSP00000391200,ENSG00000171163,ZNF692,zf-C2H2,,NP_001129508
